			*MESH_VERTEX    0	-5000.0000	-5000.0000	1000.0000
			*MESH_VERTEX    1	-4500.0005	-5000.0000	1000.0000
			*MESH_VERTEX    2	-4000.0000	-5000.0005	1000.0000
			*MESH_VERTEX    3	-3500.0002	-5000.0000	1000.0000
			*MESH_VERTEX    4	-3000.0002	-5000.0000	1000.0000
			*MESH_VERTEX    5	-2500.0000	-5000.0000	1000.0000
			*MESH_VERTEX    6	-2000.0000	-5000.0000	1000.0000
			*MESH_VERTEX    7	-1500.0001	-5000.0005	1000.0000
			*MESH_VERTEX    8	-1000.0000	-5000.0000	1000.0000
			*MESH_VERTEX    9	-500.0000	-5000.0000	1000.0000
			*MESH_VERTEX   10	0.0000	-5000.0000	1000.0000
			*MESH_VERTEX   11	500.0000	-5000.0000	1000.0000
			*MESH_VERTEX   12	1000.0000	-5000.0005	1000.0000
			*MESH_VERTEX   13	1500.0001	-5000.0000	1000.0000
			*MESH_VERTEX   14	2000.0000	-5000.0000	1000.0000
			*MESH_VERTEX   15	2500.0000	-5000.0000	1000.0000
			*MESH_VERTEX   16	3000.0002	-5000.0000	1000.0000
			*MESH_VERTEX   17	3500.0000	-5000.0005	1000.0000
			*MESH_VERTEX   18	4000.0000	-5000.0000	1000.0000
			*MESH_VERTEX   19	4500.0005	-5000.0000	1000.0000
			*MESH_VERTEX   20	5000.0000	-5000.0000	1000.0000
			*MESH_VERTEX   21	-5000.0000	-4500.0005	1000.0000
			*MESH_VERTEX   22	-4500.0000	-4500.0000	1000.0000
			*MESH_VERTEX   23	-4000.0002	-4500.0000	1000.0000
			*MESH_VERTEX   24	-3500.0002	-4500.0000	1000.0000
			*MESH_VERTEX   25	-3000.0000	-4500.0000	1000.0000
			*MESH_VERTEX   26	-2500.0000	-4500.0005	1000.0000
			*MESH_VERTEX   27	-2000.0000	-4500.0000	1000.0000
			*MESH_VERTEX   28	-1500.0001	-4500.0000	1000.0000
			*MESH_VERTEX   29	-1000.0001	-4500.0000	1000.0000
			*MESH_VERTEX   30	-500.0000	-4500.0000	1000.0000
			*MESH_VERTEX   31	0.0000	-4500.0005	1000.0000
			*MESH_VERTEX   32	500.0000	-4500.0000	1000.0000
			*MESH_VERTEX   33	1000.0001	-4500.0000	1000.0000
			*MESH_VERTEX   34	1500.0001	-4500.0000	1000.0000
			*MESH_VERTEX   35	2000.0000	-4500.0000	1000.0000
			*MESH_VERTEX   36	2500.0002	-4500.0005	1000.0000
			*MESH_VERTEX   37	3000.0000	-4500.0000	1000.0000
			*MESH_VERTEX   38	3500.0000	-4500.0000	1000.0000
			*MESH_VERTEX   39	4000.0002	-4500.0000	1000.0000
			*MESH_VERTEX   40	4500.0000	-4500.0000	1000.0000
			*MESH_VERTEX   41	5000.0000	-4500.0005	1000.0000
			*MESH_VERTEX   42	-5000.0000	-4000.0000	1000.0000
			*MESH_VERTEX   43	-4500.0000	-4000.0002	176.4706
			*MESH_VERTEX   44	-4000.0002	-4000.0000	152.9412
			*MESH_VERTEX   45	-3500.0000	-4000.0002	172.5490
			*MESH_VERTEX   46	-3000.0002	-4000.0002	192.1569
			*MESH_VERTEX   47	-2500.0000	-4000.0000	247.0588
			*MESH_VERTEX   48	-2000.0001	-4000.0002	509.8039
			*MESH_VERTEX   49	-1500.0000	-4000.0000	541.1765
			*MESH_VERTEX   50	-1000.0000	-4000.0002	572.5490
			*MESH_VERTEX   51	-500.0000	-4000.0002	564.7059
			*MESH_VERTEX   52	0.0000	-4000.0000	568.6274
			*MESH_VERTEX   53	500.0000	-4000.0002	505.8824
			*MESH_VERTEX   54	1000.0001	-4000.0000	364.7059
			*MESH_VERTEX   55	1500.0000	-4000.0002	294.1176
			*MESH_VERTEX   56	2000.0001	-4000.0002	215.6863
			*MESH_VERTEX   57	2500.0000	-4000.0000	145.0980
			*MESH_VERTEX   58	3000.0002	-4000.0002	411.7647
			*MESH_VERTEX   59	3500.0002	-4000.0000	525.4902
			*MESH_VERTEX   60	4000.0000	-4000.0002	419.6078
			*MESH_VERTEX   61	4500.0000	-4000.0002	1000.0000
			*MESH_VERTEX   62	5000.0005	-4000.0000	1000.0000
			*MESH_VERTEX   63	-5000.0005	-3500.0000	1000.0000
			*MESH_VERTEX   64	-4500.0000	-3500.0000	298.0392
			*MESH_VERTEX   65	-4000.0000	-3500.0002	137.2549
			*MESH_VERTEX   66	-3500.0002	-3500.0000	152.9412
			*MESH_VERTEX   67	-3000.0002	-3500.0002	184.3137
			*MESH_VERTEX   68	-2500.0000	-3500.0000	207.8431
			*MESH_VERTEX   69	-2000.0001	-3500.0000	474.5098
			*MESH_VERTEX   70	-1500.0000	-3500.0002	580.3922
			*MESH_VERTEX   71	-1000.0000	-3500.0000	564.7059
			*MESH_VERTEX   72	-500.0000	-3500.0002	552.9412
			*MESH_VERTEX   73	0.0000	-3500.0000	545.0980
			*MESH_VERTEX   74	500.0000	-3500.0000	403.9216
			*MESH_VERTEX   75	1000.0000	-3500.0002	349.0196
			*MESH_VERTEX   76	1500.0000	-3500.0000	274.5098
			*MESH_VERTEX   77	2000.0001	-3500.0002	172.5490
			*MESH_VERTEX   78	2500.0000	-3500.0002	172.5490
			*MESH_VERTEX   79	3000.0002	-3500.0000	419.6078
			*MESH_VERTEX   80	3500.0000	-3500.0002	549.0196
			*MESH_VERTEX   81	4000.0002	-3500.0000	447.0588
			*MESH_VERTEX   82	4500.0000	-3500.0002	1000.0000
			*MESH_VERTEX   83	5000.0000	-3500.0002	1000.0000
			*MESH_VERTEX   84	-5000.0000	-3000.0002	1000.0000
			*MESH_VERTEX   85	-4500.0000	-3000.0000	325.4902
			*MESH_VERTEX   86	-4000.0002	-3000.0002	203.9216
			*MESH_VERTEX   87	-3500.0000	-3000.0002	113.7255
			*MESH_VERTEX   88	-3000.0000	-3000.0000	149.0196
			*MESH_VERTEX   89	-2500.0002	-3000.0002	294.1176
			*MESH_VERTEX   90	-2000.0000	-3000.0000	349.0196
			*MESH_VERTEX   91	-1500.0001	-3000.0002	588.2353
			*MESH_VERTEX   92	-1000.0001	-3000.0002	584.3137
			*MESH_VERTEX   93	-500.0000	-3000.0000	552.9412
			*MESH_VERTEX   94	0.0000	-3000.0002	474.5098
			*MESH_VERTEX   95	500.0000	-3000.0000	360.7843
			*MESH_VERTEX   96	1000.0001	-3000.0002	266.6667
			*MESH_VERTEX   97	1500.0001	-3000.0002	305.8824
			*MESH_VERTEX   98	2000.0001	-3000.0000	211.7647
			*MESH_VERTEX   99	2500.0000	-3000.0002	223.5294
			*MESH_VERTEX  100	3000.0000	-3000.0000	431.3725
			*MESH_VERTEX  101	3500.0002	-3000.0002	549.0196
			*MESH_VERTEX  102	4000.0002	-3000.0002	478.4314
			*MESH_VERTEX  103	4500.0000	-3000.0000	1000.0000
			*MESH_VERTEX  104	5000.0000	-3000.0002	1000.0000
			*MESH_VERTEX  105	-5000.0000	-2500.0000	1000.0000
			*MESH_VERTEX  106	-4500.0005	-2500.0002	411.7647
			*MESH_VERTEX  107	-4000.0000	-2500.0000	305.8824
			*MESH_VERTEX  108	-3500.0002	-2500.0000	133.3333
			*MESH_VERTEX  109	-3000.0002	-2500.0000	160.7843
			*MESH_VERTEX  110	-2500.0000	-2500.0000	290.1961
			*MESH_VERTEX  111	-2000.0000	-2500.0002	337.2549
			*MESH_VERTEX  112	-1500.0001	-2500.0000	545.0980
			*MESH_VERTEX  113	-1000.0000	-2500.0000	580.3922
			*MESH_VERTEX  114	-500.0000	-2500.0000	517.6470
			*MESH_VERTEX  115	0.0000	-2500.0000	392.1569
			*MESH_VERTEX  116	500.0000	-2500.0002	270.5882
			*MESH_VERTEX  117	1000.0000	-2500.0000	239.2157
			*MESH_VERTEX  118	1500.0001	-2500.0000	349.0196
			*MESH_VERTEX  119	2000.0000	-2500.0000	196.0784
			*MESH_VERTEX  120	2500.0000	-2500.0000	282.3529
			*MESH_VERTEX  121	3000.0002	-2500.0002	486.2745
			*MESH_VERTEX  122	3500.0000	-2500.0000	549.0196
			*MESH_VERTEX  123	4000.0000	-2500.0000	486.2745
			*MESH_VERTEX  124	4500.0005	-2500.0000	1000.0000
			*MESH_VERTEX  125	5000.0000	-2500.0000	1000.0000
			*MESH_VERTEX  126	-5000.0000	-2000.0000	1000.0000
			*MESH_VERTEX  127	-4500.0000	-2000.0000	447.0588
			*MESH_VERTEX  128	-4000.0002	-2000.0001	305.8824
			*MESH_VERTEX  129	-3500.0002	-2000.0001	145.0980
			*MESH_VERTEX  130	-3000.0000	-2000.0001	203.9216
			*MESH_VERTEX  131	-2500.0000	-2000.0000	247.0588
			*MESH_VERTEX  132	-2000.0001	-2000.0000	329.4118
			*MESH_VERTEX  133	-1500.0001	-2000.0001	470.5882
			*MESH_VERTEX  134	-1000.0001	-2000.0001	556.8627
			*MESH_VERTEX  135	-500.0000	-2000.0001	396.0784
			*MESH_VERTEX  136	0.0000	-2000.0000	337.2549
			*MESH_VERTEX  137	500.0000	-2000.0000	200.0000
			*MESH_VERTEX  138	1000.0001	-2000.0001	317.6471
			*MESH_VERTEX  139	1500.0001	-2000.0001	258.8235
			*MESH_VERTEX  140	2000.0000	-2000.0001	203.9216
			*MESH_VERTEX  141	2500.0002	-2000.0000	376.4706
			*MESH_VERTEX  142	3000.0000	-2000.0000	490.1961
			*MESH_VERTEX  143	3500.0000	-2000.0001	545.0980
			*MESH_VERTEX  144	4000.0002	-2000.0001	482.3529
			*MESH_VERTEX  145	4500.0000	-2000.0000	1000.0000
			*MESH_VERTEX  146	5000.0000	-2000.0000	1000.0000
			*MESH_VERTEX  147	-5000.0000	-1500.0001	1000.0000
			*MESH_VERTEX  148	-4500.0000	-1500.0001	466.6667
			*MESH_VERTEX  149	-4000.0002	-1500.0000	270.5882
			*MESH_VERTEX  150	-3500.0000	-1500.0000	133.3333
			*MESH_VERTEX  151	-3000.0002	-1500.0001	196.0784
			*MESH_VERTEX  152	-2500.0000	-1500.0001	156.8627
			*MESH_VERTEX  153	-2000.0001	-1500.0001	270.5882
			*MESH_VERTEX  154	-1500.0000	-1500.0000	411.7647
			*MESH_VERTEX  155	-1000.0000	-1500.0000	498.0392
			*MESH_VERTEX  156	-500.0000	-1500.0001	349.0196
			*MESH_VERTEX  157	0.0000	-1500.0001	203.9216
			*MESH_VERTEX  158	500.0000	-1500.0001	258.8235
			*MESH_VERTEX  159	1000.0001	-1500.0000	329.4118
			*MESH_VERTEX  160	1500.0000	-1500.0000	270.5882
			*MESH_VERTEX  161	2000.0001	-1500.0001	309.8039
			*MESH_VERTEX  162	2500.0000	-1500.0001	454.9019
			*MESH_VERTEX  163	3000.0002	-1500.0001	450.9804
			*MESH_VERTEX  164	3500.0002	-1500.0000	498.0392
			*MESH_VERTEX  165	4000.0000	-1500.0000	474.5098
			*MESH_VERTEX  166	4500.0000	-1500.0001	1000.0000
			*MESH_VERTEX  167	5000.0005	-1500.0001	1000.0000
			*MESH_VERTEX  168	-5000.0005	-1000.0000	1000.0000
			*MESH_VERTEX  169	-4500.0000	-1000.0001	458.8235
			*MESH_VERTEX  170	-4000.0000	-1000.0001	258.8235
			*MESH_VERTEX  171	-3500.0002	-1000.0000	137.2549
			*MESH_VERTEX  172	-3000.0002	-1000.0001	196.0784
			*MESH_VERTEX  173	-2500.0000	-1000.0000	149.0196
			*MESH_VERTEX  174	-2000.0001	-1000.0001	207.8431
			*MESH_VERTEX  175	-1500.0000	-1000.0001	380.3922
			*MESH_VERTEX  176	-1000.0001	-1000.0000	494.1176
			*MESH_VERTEX  177	-500.0000	-1000.0001	325.4902
			*MESH_VERTEX  178	0.0000	-1000.0000	188.2353
			*MESH_VERTEX  179	500.0000	-1000.0001	254.9020
			*MESH_VERTEX  180	1000.0000	-1000.0001	317.6471
			*MESH_VERTEX  181	1500.0000	-1000.0000	274.5098
			*MESH_VERTEX  182	2000.0001	-1000.0001	376.4706
			*MESH_VERTEX  183	2500.0000	-1000.0000	509.8039
			*MESH_VERTEX  184	3000.0002	-1000.0001	450.9804
			*MESH_VERTEX  185	3500.0000	-1000.0000	447.0588
			*MESH_VERTEX  186	4000.0002	-1000.0000	454.9019
			*MESH_VERTEX  187	4500.0000	-1000.0001	1000.0000
			*MESH_VERTEX  188	5000.0000	-1000.0000	1000.0000
			*MESH_VERTEX  189	-5000.0000	-500.0000	1000.0000
			*MESH_VERTEX  190	-4500.0000	-500.0000	423.5294
